2024-04-17 11:20, success
2024-04-17 10:55, success
2024-04-17 10:42, success
2024-04-17 10:29, success
2024-04-17 09:51, success
2024-04-17 09:38, success
2024-04-17 09:23, success
2024-04-17 08:54, success
2024-04-17 08:40, success
2024-04-17 08:27, success
2024-04-17 07:52, success
2024-04-17 07:39, success
2024-04-17 07:22, success
2024-04-17 06:57, success
2024-04-17 06:45, success
2024-04-17 06:32, success
2024-04-17 05:53, success
2024-04-17 05:39, success
2024-04-17 05:26, success
2024-04-17 04:54, success
2024-04-17 04:41, success
2024-04-17 04:28, success
2024-04-17 03:51, success
2024-04-17 03:38, success
2024-04-17 03:22, success
2024-04-17 02:50, success
2024-04-17 02:37, success
2024-04-17 02:03, success
2024-04-16 23:49, success
2024-04-16 23:36, success
2024-04-16 23:23, success
2024-04-16 22:56, success
2024-04-16 22:43, success
2024-04-16 22:30, success
2024-04-16 21:59, success
2024-04-16 21:46, success
2024-04-16 21:33, success
2024-04-16 21:19, success
2024-04-16 20:50, success
2024-04-16 20:37, success
2024-04-16 20:23, success
2024-04-16 19:54, success
2024-04-16 19:41, success
2024-04-16 19:28, success
2024-04-16 19:15, success
2024-04-16 18:50, success
2024-04-16 18:37, success
2024-04-16 18:24, success
2024-04-16 17:53, success
2024-04-16 17:40, success
2024-04-16 17:27, success
2024-04-16 16:55, success
2024-04-16 16:43, success
2024-04-16 16:29, success
2024-04-16 15:49, success
2024-04-16 15:36, success
2024-04-16 15:23, success
2024-04-16 14:53, success
2024-04-16 14:40, success
2024-04-16 14:27, success
2024-04-16 13:50, success
2024-04-16 13:37, success
2024-04-16 13:24, success
2024-04-16 12:50, success
2024-04-16 11:56, success
2024-04-16 11:43, success
2024-04-16 11:30, success
2024-04-16 11:17, success
2024-04-16 10:54, success
2024-04-16 10:41, success
2024-04-16 10:28, success
2024-04-16 09:48, success
2024-04-16 09:35, success
2024-04-16 09:22, success
2024-04-16 08:53, success
2024-04-16 08:40, success
2024-04-16 08:27, nodata
2024-04-16 07:50, success
2024-04-16 07:37, success
2024-04-16 07:23, success
2024-04-16 06:56, success
2024-04-16 06:42, success
2024-04-16 06:29, success
2024-04-16 05:53, success
2024-04-16 05:40, success
2024-04-16 05:27, success
2024-04-16 04:53, success
2024-04-16 04:40, success
2024-04-16 04:27, success
2024-04-16 03:52, success
2024-04-16 03:38, success
2024-04-16 03:25, success
2024-04-16 02:57, success
2024-04-16 02:44, success
2024-04-16 02:31, success
2024-04-16 02:00, success
2024-04-15 23:49, success
2024-04-15 23:35, success
2024-04-15 23:22, success
2024-04-15 22:52, success
2024-04-15 22:39, success
2024-04-15 22:25, success
2024-04-15 21:51, success
2024-04-15 21:38, success
2024-04-15 21:20, success
2024-04-15 20:49, success
2024-04-15 20:36, success
2024-04-15 20:22, success
2024-04-15 19:56, success
2024-04-15 19:43, success
2024-04-15 19:30, success
2024-04-15 19:17, success
2024-04-15 18:55, success
2024-04-15 18:42, success
2024-04-15 18:29, success
2024-04-15 17:59, success
2024-04-15 17:46, success
2024-04-15 17:34, success
2024-04-15 17:20, success
2024-04-15 16:53, success
2024-04-15 16:40, success
2024-04-15 16:27, success
2024-04-15 15:48, success
2024-04-15 15:35, success
2024-04-15 15:20, success
2024-04-15 14:49, success
2024-04-15 14:36, success
2024-04-15 14:22, success
2024-04-15 13:50, success
2024-04-15 13:37, success
2024-04-15 13:22, success
2024-04-15 12:56, success
2024-04-15 12:43, success
2024-04-15 11:56, success
2024-04-15 11:43, success
2024-04-15 11:30, success
2024-04-15 11:17, success
2024-04-15 10:50, success
2024-04-15 10:37, success
2024-04-15 10:24, success
2024-04-15 09:48, success
2024-04-15 09:35, success
2024-04-15 09:20, success
2024-04-15 08:50, success
2024-04-15 08:37, success
2024-04-15 08:22, success
2024-04-15 07:54, success
2024-04-15 07:41, success
2024-04-15 07:28, success
2024-04-15 07:15, success
2024-04-15 06:52, success
2024-04-15 06:38, success
2024-04-15 06:25, success
2024-04-15 05:49, success
2024-04-15 05:36, success
2024-04-15 05:22, success
2024-04-15 04:55, success
2024-04-15 04:42, success
2024-04-15 04:14, success
2024-04-14 23:33, success
2024-04-14 21:13, success
2024-04-14 19:44, success
2024-04-14 15:28, success
2024-04-14 15:05, success
2024-04-14 14:35, success
2024-03-02 07:07, success
2024-03-02 06:52, success
2024-03-02 06:42, success
2024-03-02 06:31, success
2024-03-02 06:20, success
2024-03-02 06:08, success
2024-03-02 06:05, success
2024-03-02 06:03, success
2024-03-01 15:22, success
